Model_ID,Brand,Model_Title,Device,Model_Price,Field_ID,Field_Title,Field_Item_ID,Field_Item_Title,Field_Item_Price
,,,,,,,1951,"Back Glass Replacement",499
,,,,,,,1952,"Battery Replacement",199
,,,,,,,1953,"Multiple Issues",0
,,,,,,,1954,"Water Damage Diagnose",0
,,,,,535,"What color is your iPhone X?",1955,Gold,0
,,,,,,,1956,Silver,0
,,,,,,,1957,"Space Grey",0
23,Apple,"iPhone 6S Plus A1634 A1687 A1699",iPhone,,536,"iPhone X Repair Options",1958,"Front Display Screen Replacement",399
,,,,,,,1959,"Back Glass Replacement",499
,,,,,,,1960,"Battery Replacement",199
,,,,,,,1961,"Multiple Issues",0
,,,,,,,1962,"Water Damage Diagnose",0
,,,,,537,"What color is your iPhone X?",1963,Gold,0
,,,,,,,1964,Silver,0
,,,,,,,1965,"Space Grey",0
