Model_ID,Brand,Model_Title,Device,Model_Price,Field_ID,Field_Title,Field_Item_ID,Field_Item_Title,Field_Item_Price
,,,,,,,4088,"Space Grey",0
39,Samsung,"Samsung S7 Edge","Galaxy S Series",0,1416,"iPhone X Repair Options",4089,"Front Display Screen Replacement",399
,,,,,,,4090,"Back Glass Replacement",499
,,,,,,,4091,"Battery Replacement",199
,,,,,,,4092,"Multiple Issues",0
,,,,,,,4093,"Water Damage Diagnose",0
,,,,,1417,"What color is your iPhone X?",4094,Gold,0
,,,,,,,4095,Silver,0
,,,,,,,4096,"Space Grey",0
40,Samsung,"Samsung S7","Galaxy S Series",0,1418,"iPhone X Repair Options",4097,"Front Display Screen Replacement",399
,,,,,,,4098,"Back Glass Replacement",499
,,,,,,,4099,"Battery Replacement",199
,,,,,,,4100,"Multiple Issues",0
,,,,,,,4101,"Water Damage Diagnose",0
,,,,,1419,"What color is your iPhone X?",4102,Gold,0
,,,,,,,4103,Silver,0
,,,,,,,4104,"Space Grey",0
41,Samsung,"Samsung S6 Edge Plus","Galaxy S Series",0,1420,"iPhone X Repair Options",4105,"Front Display Screen Replacement",399
,,,,,,,4106,"Back Glass Replacement",499
,,,,,,,4107,"Battery Replacement",199
,,,,,,,4108,"Multiple Issues",0
,,,,,,,4109,"Water Damage Diagnose",0
,,,,,1421,"What color is your iPhone X?",4110,Gold,0
,,,,,,,4111,Silver,0
,,,,,,,4112,"Space Grey",0
42,Samsung,"Samsung S6 Edge","Galaxy S Series",0,1422,"iPhone X Repair Options",4113,"Front Display Screen Replacement",399
,,,,,,,4114,"Back Glass Replacement",499
,,,,,,,4115,"Battery Replacement",199
,,,,,,,4116,"Multiple Issues",0
,,,,,,,4117,"Water Damage Diagnose",0
,,,,,1423,"What color is your iPhone X?",4118,Gold,0
,,,,,,,4119,Silver,0
,,,,,,,4120,"Space Grey",0
43,Samsung,"Samsung S5","Galaxy S Series",0,1618,"iPhone X Repair Options",4558,"Front Display Screen Replacement",399
,,,,,,,4559,"Back Glass Replacement",499
,,,,,,,4560,"Battery Replacement",199
,,,,,,,4561,"Multiple Issues",0
,,,,,,,4562,"Water Damage Diagnose",0
,,,,,1619,"What color is your iPhone X?",4563,Gold,10
,,,,,,,4564,Silver,15
,,,,,,,4565,"Space Grey",20
44,Samsung,"Samsung Note 8","Galaxy Note Series",100,1426,"iPhone X Repair Options",4129,"Front Display Screen Replacement",399
,,,,,,,4130,"Back Glass Replacement",499
,,,,,,,4131,"Battery Replacement",199
,,,,,,,4132,"Multiple Issues",0
,,,,,,,4133,"Water Damage Diagnose",0
,,,,,1427,"What color is your iPhone X?",4134,Gold,0
,,,,,,,4135,Silver,0
,,,,,,,4136,"Space Grey",0
45,Samsung,"Samsung Note 5","Galaxy Note Series",100,1434,"iPhone X Repair Options",4161,"Front Display Screen Replacement",399
,,,,,,,4162,"Back Glass Replacement",499
,,,,,,,4163,"Battery Replacement",199
,,,,,,,4164,"Multiple Issues",0
,,,,,,,4165,"Water Damage Diagnose",0
,,,,,1435,"What color is your iPhone X?",4166,Gold,0
,,,,,,,4167,Silver,0
,,,,,,,4168,"Space Grey",0
46,Samsung,"Samsung Note 4","Galaxy Note Series",100,1432,"iPhone X Repair Options",4153,"Front Display Screen Replacement",399
,,,,,,,4154,"Back Glass Replacement",499
,,,,,,,4155,"Battery Replacement",199
,,,,,,,4156,"Multiple Issues",0
,,,,,,,4157,"Water Damage Diagnose",0
,,,,,1433,"What color is your iPhone X?",4158,Gold,0
,,,,,,,4159,Silver,0
,,,,,,,4160,"Space Grey",0
47,Samsung,"Samsung Note 3","Galaxy Note Series",100,1428,"iPhone X Repair Options",4137,"Front Display Screen Replacement",399
,,,,,,,4138,"Back Glass Replacement",499
,,,,,,,4139,"Battery Replacement",199
,,,,,,,4140,"Multiple Issues",0
,,,,,,,4141,"Water Damage Diagnose",0
,,,,,1429,"What color is your iPhone X?",4142,Gold,0
,,,,,,,4143,Silver,0
,,,,,,,4144,"Space Grey",0
48,Apple,"iPad Air 2",iPad,100,1430,"iPhone X Repair Options",4145,"Front Display Screen Replacement",399
,,,,,,,4146,"Back Glass Replacement",499
,,,,,,,4147,"Battery Replacement",199
,,,,,,,4148,"Multiple Issues",0
,,,,,,,4149,"Water Damage Diagnose",0
,,,,,1431,"What color is your iPhone X?",4150,Gold,0
,,,,,,,4151,Silver,0
,,,,,,,4152,"Space Grey",0
49,Apple,"Ipad Test Demo",iPad,0,1575,"Radio Option title",4473,"Front Display Screen Replacement",399
,,,,,,,4474,"Back Glass Replacement",499
,,,,,,,4475,"Battery Replacement",199
,,,,,,,4476,"Multiple Issues",0
,,,,,,,4477,"Water Damage Diagnose",0
,,,,,1576,"drop down list",4478,Gold,0
,,,,,,,4479,Silver,0
,,,,,,,4480,"Space Grey",0
,,,,,1577,"text field",,,
,,,,,1578,"text area Field",,,
,,,,,1579,"check box list",4481,"Option 1",12
,,,,,,,4482,"option 2 ",15
,,,,,1580,"your device photo",,,
,,,,,1581,"Date Picker",,,
50,Apple,"iPad Mini 4G","iPad Mini",100,1502,"iPhone X Repair Options",4308,"Front Display Screen Replacement",399
,,,,,,,4309,"Back Glass Replacement",499
,,,,,,,4310,"Battery Replacement",199
,,,,,,,4311,"Multiple Issues",0
,,,,,,,4312,"Water Damage Diagnose",0
,,,,,1503,"What color is your iPhone X?",4313,Gold,0
,,,,,,,4314,Silver,0
,,,,,,,4315,"Space Grey",0
,,,,,1504,"File 1",,,
,,,,,1505,"File 2",,,
51,Apple,"iPad Mini 3G","iPad Mini",100,1445,"iPhone X Repair Options",4187,"Front Display Screen Replacement",399
,,,,,,,4188,"Back Glass Replacement",499
,,,,,,,4189,"Battery Replacement",199
,,,,,,,4190,"Multiple Issues",0
,,,,,,,4191,"Water Damage Diagnose",0
,,,,,1446,"What color is your iPhone X?",4192,Gold,0
,,,,,,,4193,Silver,0
,,,,,,,4194,"Space Grey",0
52,Apple,"iPad Mini 2G","iPad Mini",1000,1447,"iPhone X Repair Options",4195,"Front Display Screen Replacement",399
,,,,,,,4196,"Back Glass Replacement",499
,,,,,,,4197,"Battery Replacement",199
,,,,,,,4198,"Multiple Issues",0
,,,,,,,4199,"Water Damage Diagnose",0
,,,,,1448,"What color is your iPhone X?",4200,Gold,0
,,,,,,,4201,Silver,0
,,,,,,,4202,"Space Grey",0
53,Apple,"iPad Mini 1G","iPad Mini",1000,1449,"iPhone X Repair Options",4203,"Front Display Screen Replacement",399
,,,,,,,4204,"Back Glass Replacement",499
,,,,,,,4205,"Battery Replacement",199
,,,,,,,4206,"Multiple Issues",0
,,,,,,,4207,"Water Damage Diagnose",0
,,,,,1450,"What color is your iPhone X?",4208,Gold,0
,,,,,,,4209,Silver,0
,,,,,,,4210,"Space Grey",0
54,LG,"LG G6 Repair","G Series",100,627,"iPhone X Repair Options",2330,"Front Display Screen Replacement",399
,,,,,,,2331,"Back Glass Replacement",499
,,,,,,,2332,"Battery Replacement",199
,,,,,,,2333,"Multiple Issues",0
,,,,,,,2334,"Water Damage Diagnose",0
,,,,,628,"What color is your iPhone X?",2335,Gold,0
,,,,,,,2336,Silver,0
,,,,,,,2337,"Space Grey",0
55,LG,"LG G5","G Series",100,629,"iPhone X Repair Options",2338,"Front Display Screen Replacement",399
,,,,,,,2339,"Back Glass Replacement",499
,,,,,,,2340,"Battery Replacement",199
,,,,,,,2341,"Multiple Issues",0
,,,,,,,2342,"Water Damage Diagnose",0
,,,,,630,"What color is your iPhone X?",2343,Gold,0
,,,,,,,2344,Silver,0
,,,,,,,2345,"Space Grey",0
56,LG,"LG G4 Repair","G Series",100,631,"iPhone X Repair Options",2346,"Front Display Screen Replacement",399
,,,,,,,2347,"Back Glass Replacement",499
,,,,,,,2348,"Battery Replacement",199
,,,,,,,2349,"Multiple Issues",0
,,,,,,,2350,"Water Damage Diagnose",0
,,,,,632,"What color is your iPhone X?",2351,Gold,0
,,,,,,,2352,Silver,0
,,,,,,,2353,"Space Grey",0
57,LG,"LG G3 Repair","G Series",100,633,"iPhone X Repair Options",2354,"Front Display Screen Replacement",399
,,,,,,,2355,"Back Glass Replacement",499
,,,,,,,2356,"Battery Replacement",199
,,,,,,,2357,"Multiple Issues",0
,,,,,,,2358,"Water Damage Diagnose",0
,,,,,634,"What color is your iPhone X?",2359,Gold,0
,,,,,,,2360,Silver,0
,,,,,,,2361,"Space Grey",0
58,LG,"LG G2 Repair","G Series",100,1451,"iPhone X Repair Options",4211,"Front Display Screen Replacement",399
,,,,,,,4212,"Back Glass Replacement",499
,,,,,,,4213,"Battery Replacement",199
,,,,,,,4214,"Multiple Issues",0
,,,,,,,4215,"Water Damage Diagnose",0
,,,,,1452,"What color is your iPhone X?",4216,Gold,0
,,,,,,,4217,Silver,0
,,,,,,,4218,"Space Grey",0
59,Samsung,"Samsung 59 cm (24 inch) HD Ready LED TV  (24K4100)","Samsung TV",11999,1652,"Additional Notes (Optional) ",,,
,,,,,1653,"What color is your TV?",4593,"Space Grey",500
,,,,,,,4594,Silver,300
60,LG,"LG 80 cm (32 inch) HD Ready LED Smart TV  (KLV-32W512D)","LG TV",27999,639,"Additional Notes (Optional) 1",,,
,,,,,640,"What color is your TV?",2372,"Space Grey",600
,,,,,,,2373,Silver,500
62,Samsung,samsung,"Galaxy S Series",10,1485,"samsung Repair2",4272,"Option 1",0
,,,,,1486,"battery replacement",4273,"Option 11",0
,,,,,,,4274,"option 2 2",0
