Model_ID,Brand,Model_Title,Device,Model_Price,Field_ID,Field_Title,Field_Item_ID,Field_Item_Title,Field_Item_Price
,,,,,,,2907,"Battery Replacement",199
,,,,,,,2908,"Multiple Issues",0
,,,,,,,2909,"Water Damage Diagnose",0
,,,,,909,"What color is your iPhone X?",2910,Gold,0
,,,,,,,2911,Silver,0
,,,,,,,2912,"Space Grey",0
37,Samsung,"Samsng S8 Plus - G955","Galaxy S Series",0,565,"iPhone X Repair Options",2082,"Front Display Screen Replacement",399
,,,,,,,2083,"Back Glass Replacement",499
,,,,,,,2084,"Battery Replacement",199
,,,,,,,2085,"Multiple Issues",0
,,,,,,,2086,"Water Damage Diagnose",0
,,,,,566,"What color is your iPhone X?",2087,Gold,0
,,,,,,,2088,Silver,0
,,,,,,,2089,"Space Grey",0
38,Samsung,"Samsung S8 - G950","Galaxy S Series",0,567,"iPhone X Repair Options",2090,"Front Display Screen Replacement",399
,,,,,,,2091,"Back Glass Replacement",499
,,,,,,,2092,"Battery Replacement",199
,,,,,,,2093,"Multiple Issues",0
,,,,,,,2094,"Water Damage Diagnose",0
,,,,,568,"What color is your iPhone X?",2095,Gold,0
,,,,,,,2096,Silver,0
,,,,,,,2097,"Space Grey",0
39,Samsung,"Samsung S7 Edge - G935","Galaxy S Series",0,569,"iPhone X Repair Options",2098,"Front Display Screen Replacement",399
,,,,,,,2099,"Back Glass Replacement",499
,,,,,,,2100,"Battery Replacement",199
,,,,,,,2101,"Multiple Issues",0
,,,,,,,2102,"Water Damage Diagnose",0
,,,,,570,"What color is your iPhone X?",2103,Gold,0
,,,,,,,2104,Silver,0
,,,,,,,2105,"Space Grey",0
40,Samsung,"Samsung S7 - G930","Galaxy S Series",0,571,"iPhone X Repair Options",2106,"Front Display Screen Replacement",399
,,,,,,,2107,"Back Glass Replacement",499
,,,,,,,2108,"Battery Replacement",199
,,,,,,,2109,"Multiple Issues",0
,,,,,,,2110,"Water Damage Diagnose",0
,,,,,572,"What color is your iPhone X?",2111,Gold,0
,,,,,,,2112,Silver,0
,,,,,,,2113,"Space Grey",0
41,Samsung,"Samsung S6 Edge Plus - G928","Galaxy S Series",0,573,"iPhone X Repair Options",2114,"Front Display Screen Replacement",399
,,,,,,,2115,"Back Glass Replacement",499
,,,,,,,2116,"Battery Replacement",199
,,,,,,,2117,"Multiple Issues",0
,,,,,,,2118,"Water Damage Diagnose",0
,,,,,574,"What color is your iPhone X?",2119,Gold,0
,,,,,,,2120,Silver,0
,,,,,,,2121,"Space Grey",0
42,Samsung,"Samsung S6 Edge - G925","Galaxy S Series",0,575,"iPhone X Repair Options",2122,"Front Display Screen Replacement",399
,,,,,,,2123,"Back Glass Replacement",499
,,,,,,,2124,"Battery Replacement",199
,,,,,,,2125,"Multiple Issues",0
,,,,,,,2126,"Water Damage Diagnose",0
,,,,,576,"What color is your iPhone X?",2127,Gold,0
,,,,,,,2128,Silver,0
,,,,,,,2129,"Space Grey",0
43,Samsung,"Samsung S5 - G900","Galaxy S Series",0,577,"iPhone X Repair Options",2130,"Front Display Screen Replacement",399
,,,,,,,2131,"Back Glass Replacement",499
,,,,,,,2132,"Battery Replacement",199
,,,,,,,2133,"Multiple Issues",0
,,,,,,,2134,"Water Damage Diagnose",0
,,,,,578,"What color is your iPhone X?",2135,Gold,0
,,,,,,,2136,Silver,0
,,,,,,,2137,"Space Grey",0
44,Samsung,"Samsung Note 8 - SM-950","Galaxy Note Series",100,625,"iPhone X Repair Options",2322,"Front Display Screen Replacement",399
,,,,,,,2323,"Back Glass Replacement",499
,,,,,,,2324,"Battery Replacement",199
,,,,,,,2325,"Multiple Issues",0
,,,,,,,2326,"Water Damage Diagnose",0
,,,,,626,"What color is your iPhone X?",2327,Gold,0
,,,,,,,2328,Silver,0
,,,,,,,2329,"Space Grey",0
45,Samsung,"Samsung Note 5 - SM-920","Galaxy Note Series",100,623,"iPhone X Repair Options",2314,"Front Display Screen Replacement",399
,,,,,,,2315,"Back Glass Replacement",499
,,,,,,,2316,"Battery Replacement",199
,,,,,,,2317,"Multiple Issues",0
,,,,,,,2318,"Water Damage Diagnose",0
,,,,,624,"What color is your iPhone X?",2319,Gold,0
,,,,,,,2320,Silver,0
,,,,,,,2321,"Space Grey",0
46,Samsung,"Samsung Note 4 - SM-N910","Galaxy Note Series",100,621,"iPhone X Repair Options",2306,"Front Display Screen Replacement",399
,,,,,,,2307,"Back Glass Replacement",499
,,,,,,,2308,"Battery Replacement",199
,,,,,,,2309,"Multiple Issues",0
,,,,,,,2310,"Water Damage Diagnose",0
,,,,,622,"What color is your iPhone X?",2311,Gold,0
,,,,,,,2312,Silver,0
,,,,,,,2313,"Space Grey",0
47,Samsung,"Samsung Note 3 - SM-900","Galaxy Note Series",100,619,"iPhone X Repair Options",2298,"Front Display Screen Replacement",399
,,,,,,,2299,"Back Glass Replacement",499
,,,,,,,2300,"Battery Replacement",199
,,,,,,,2301,"Multiple Issues",0
,,,,,,,2302,"Water Damage Diagnose",0
,,,,,620,"What color is your iPhone X?",2303,Gold,0
,,,,,,,2304,Silver,0
,,,,,,,2305,"Space Grey",0
48,Apple,"iPad Air 2 - A1566 A1567",iPad,100,617,"iPhone X Repair Options",2290,"Front Display Screen Replacement",399
,,,,,,,2291,"Back Glass Replacement",499
,,,,,,,2292,"Battery Replacement",199
,,,,,,,2293,"Multiple Issues",0
,,,,,,,2294,"Water Damage Diagnose",0
,,,,,618,"What color is your iPhone X?",2295,Gold,0
,,,,,,,2296,Silver,0
,,,,,,,2297,"Space Grey",0
49,Apple,"Ipad Test Demo",iPad,100,1210,"Radio Option title",3553,"Front Display Screen Replacement",399
,,,,,,,3554,"Back Glass Replacement",499
,,,,,,,3555,"Battery Replacement",199
,,,,,,,3556,"Multiple Issues",0
,,,,,,,3557,"Water Damage Diagnose",0
,,,,,1211,"drop down list",3558,Gold,0
,,,,,,,3559,Silver,0
,,,,,,,3560,"Space Grey",0
,,,,,1214,"check box list",3561,"Option 1",12
,,,,,,,3562,"option 2 ",15
50,Apple,"iPad Mini 4G - A1538 A1550","iPad Mini",100,613,"iPhone X Repair Options",2274,"Front Display Screen Replacement",399
,,,,,,,2275,"Back Glass Replacement",499
,,,,,,,2276,"Battery Replacement",199
,,,,,,,2277,"Multiple Issues",0
,,,,,,,2278,"Water Damage Diagnose",0
,,,,,614,"What color is your iPhone X?",2279,Gold,0
,,,,,,,2280,Silver,0
,,,,,,,2281,"Space Grey",0
51,Apple,"iPad Mini 3G - A1599 A1600 A1601","iPad Mini",100,1152,"iPhone X Repair Options",3417,"Front Display Screen Replacement",399
,,,,,,,3418,"Back Glass Replacement",499
,,,,,,,3419,"Battery Replacement",199
,,,,,,,3420,"Multiple Issues",0
,,,,,,,3421,"Water Damage Diagnose",0
,,,,,1153,"What color is your iPhone X?",3422,Gold,0
,,,,,,,3423,Silver,0
,,,,,,,3424,"Space Grey",0
52,Apple,"iPad Mini 2G - A1489 A1490 A1491","iPad Mini",1000,605,"iPhone X Repair Options",2242,"Front Display Screen Replacement",399
,,,,,,,2243,"Back Glass Replacement",499
,,,,,,,2244,"Battery Replacement",199
,,,,,,,2245,"Multiple Issues",0
,,,,,,,2246,"Water Damage Diagnose",0
,,,,,606,"What color is your iPhone X?",2247,Gold,0
,,,,,,,2248,Silver,0
,,,,,,,2249,"Space Grey",0
53,Apple,"iPad Mini 1G","iPad Mini",1000,825,"iPhone X Repair Options",2709,"Front Display Screen Replacement",399
,,,,,,,2710,"Back Glass Replacement",499
,,,,,,,2711,"Battery Replacement",199
,,,,,,,2712,"Multiple Issues",0
,,,,,,,2713,"Water Damage Diagnose",0
,,,,,826,"What color is your iPhone X?",2714,Gold,0
,,,,,,,2715,Silver,0
,,,,,,,2716,"Space Grey",0
54,Nexus,"LG G6 Repair","G Series",100,627,"iPhone X Repair Options",2330,"Front Display Screen Replacement",399
,,,,,,,2331,"Back Glass Replacement",499
,,,,,,,2332,"Battery Replacement",199
,,,,,,,2333,"Multiple Issues",0
,,,,,,,2334,"Water Damage Diagnose",0
,,,,,628,"What color is your iPhone X?",2335,Gold,0
,,,,,,,2336,Silver,0
,,,,,,,2337,"Space Grey",0
55,Nexus,"LG G5","G Series",100,629,"iPhone X Repair Options",2338,"Front Display Screen Replacement",399
,,,,,,,2339,"Back Glass Replacement",499
,,,,,,,2340,"Battery Replacement",199
,,,,,,,2341,"Multiple Issues",0
,,,,,,,2342,"Water Damage Diagnose",0
,,,,,630,"What color is your iPhone X?",2343,Gold,0
,,,,,,,2344,Silver,0
,,,,,,,2345,"Space Grey",0
56,Nexus,"LG G4 Repair","G Series",100,631,"iPhone X Repair Options",2346,"Front Display Screen Replacement",399
,,,,,,,2347,"Back Glass Replacement",499
,,,,,,,2348,"Battery Replacement",199
,,,,,,,2349,"Multiple Issues",0
,,,,,,,2350,"Water Damage Diagnose",0
,,,,,632,"What color is your iPhone X?",2351,Gold,0
,,,,,,,2352,Silver,0
,,,,,,,2353,"Space Grey",0
57,Nexus,"LG G3 Repair","G Series",100,633,"iPhone X Repair Options",2354,"Front Display Screen Replacement",399
,,,,,,,2355,"Back Glass Replacement",499
,,,,,,,2356,"Battery Replacement",199
,,,,,,,2357,"Multiple Issues",0
,,,,,,,2358,"Water Damage Diagnose",0
,,,,,634,"What color is your iPhone X?",2359,Gold,0
,,,,,,,2360,Silver,0
,,,,,,,2361,"Space Grey",0
58,Nexus,"LG G2 Repair","G Series",100,635,"iPhone X Repair Options",2362,"Front Display Screen Replacement",399
,,,,,,,2363,"Back Glass Replacement",499
,,,,,,,2364,"Battery Replacement",199
,,,,,,,2365,"Multiple Issues",0
,,,,,,,2366,"Water Damage Diagnose",0
,,,,,636,"What color is your iPhone X?",2367,Gold,0
,,,,,,,2368,Silver,0
,,,,,,,2369,"Space Grey",0
62,Samsung,samsung,"Galaxy S Series",10,875,"samsung Repair",2812,"Option 1",0
,,,,,876,"battery replacement",2813,"Option 1",0
,,,,,,,2814,"option 2 ",0
70,Apple,"iPhone X - A1865 A1901 A1902 - Copy",iPhone,10000,958,"iPhone X Repair Options",3025,"Front Display Screen Replacement",399
,,,,,,,3026,"Back Glass Replacement",499
,,,,,,,3027,"Battery Replacement",199
,,,,,,,3028,"Multiple Issues",0
,,,,,,,3029,"Water Damage Diagnose",0
,,,,,,,3030,dfsdfsd,12
,,,,,959,"battery replacement",3031,"Option 1",10
,,,,,,,3032,"option 2",20
,,,,,960,"What color is your iPhone X?",3033,Gold,0
,,,,,,,3034,Silver,0
,,,,,,,3035,"Space Grey",0
,,,,,961,Checkboxes,3036,"Option 1",10
,,,,,,,3037,"Option 2",15
,,,,,,,3038,"Option 3",20
,,,,,638,"What color is your TV?",2370,"Space Grey",500
,,,,,,,2371,Silver,300
,,,,,640,"What color is your TV?",2372,"Space Grey",600
,,,,,,,2373,Silver,500
